1,Aceite comestible mezcla,aceites,900,0.0,100.0,0.0
620,"Harina de soja, cruda",legumbres cereales papa pan y pastas,338,49.8,8.9,14.63
621,"Harina de trigo con levadura para pizza, cruda",legumbres cereales papa pan y pastas,360,11.6,2.0,74.0
622,"Harina de trigo fortificada, cruda",legumbres cereales papa pan y pastas,329,10.3,1.0,69.8
623,"Harina de trigo integral, cruda",legumbres cereales papa pan y pastas,308,11.4,3.0,58.8
624,"Harina de trigo, cruda",legumbres cereales papa pan y pastas,329,10.3,1.0,69.8
625,"Harina leudante, cruda",legumbres cereales papa pan y pastas,329,10.3,1.0,69.8
626,"Lentejas, crudas",legumbres cereales papa pan y pastas,301,20.8,0.8,52.7
627,"Lentejas, enlatadas",legumbres cereales papa pan y pastas,86,9.0,0.4,11.6
628,"Lentejas, hervidas",legumbres cereales papa pan y pastas,88,9.0,0.4,12.2
629,Levadura en polvo,legumbres cereales papa pan y pastas,288,40.4,7.6,14.3
630,Levadura fresca,legumbres cereales papa pan y pastas,91,8.4,1.9,10.0
631,Madalenas,legumbres cereales papa pan y pastas,368,5.8,15.6,51.1
632,Madalenas fortificadas,legumbres cereales papa pan y pastas,364,5.0,13.0,56.7
633,Madalenas rellenas,legumbres cereales papa pan y pastas,371,5.4,13.5,57.0
634,"Maíz, grano entero, crudo",legumbres cereales papa pan y pastas,317,9.5,0.9,67.6
635,"Maíz, grano entero, hervido",legumbres cereales papa pan y pastas,127,3.8,0.4,27.0
636,"Masa de pizza, preparada a partir de polvo premezcla",legumbres cereales papa pan y pastas,248,7.1,3.4,47.2
637,"Masa de pizza, preparada a partir de polvo premezcla, SIN TACC",legumbres cereales papa pan y pastas,248,7.1,3.4,47.2
638,Masa de prepizza de panadería o envasada,legumbres cereales papa pan y pastas,241,6.9,3.3,45.9
639,"Masa de tarta o empanada, inte gral",legumbres cereales papa pan y pastas,325,7.0,12.3,46.6
640,Masa de tarta o empanadas,legumbres cereales papa pan y pastas,337,6.7,13.3,47.6
641,Masa de tarta o empanadas light,legumbres cereales papa pan y pastas,268,6.7,5.6,47.6
642,"Masa de tarta, SIN TACC",legumbres cereales papa pan y pastas,283,2.7,9.3,47.0
643,Masas finas surtidas (panadería / confitería),legumbres cereales papa pan y pastas,431,6.2,15.1,67.6
644,Masas secas surtidas (panadería / confitería),legumbres cereales papa pan y pastas,547,5.9,32.7,57.2
645,"Milanesa de arroz, prefrita",legumbres cereales papa pan y pastas,240,3.8,12.1,29.1
646,"Milanesa de soja, prefrita",legumbres cereales papa pan y pastas,256,12.0,9.2,31.4
647,"Ñoquis de papa frescos, artesa nal, crudos",legumbres cereales papa pan y pastas,159,5.8,2.6,27.9
648,"Ñoquis de papa frescos, artesa nal, hervidos",legumbres cereales papa pan y pastas,151,5.5,2.5,26.6
649,"Ñoquis de papa, envasados, cru dos",legumbres cereales papa pan y pastas,159,5.8,2.6,27.9
650,"Ñoquis de papa, envasados, her vidos",legumbres cereales papa pan y pastas,151,5.5,2.5,26.6
651,Ñoquis preparados a partir de polvo premezcla,legumbres cereales papa pan y pastas,139,3.7,1.1,28.5
652,"Ñoquis preparados a partir de polvo premezcla, SIN TACC",legumbres cereales papa pan y pastas,151,2.8,1.5,31.6
653,Pan árabe,legumbres cereales papa pan y pastas,261,9.1,1.2,53.5
654,"Pan blanco, tipo molde, lacteado",legumbres cereales papa pan y pastas,244,9.4,2.2,46.7
655,"Pan cacho (tipo pan casero de campo, sin grasa)",legumbres cereales papa pan y pastas,268,8.4,0.7,57.0
656,"Pan con grasa (tipo pan ""cordero"")",legumbres cereales papa pan y pastas,329,7.1,15.0,41.5
657,Pan criollo / semita / tortillas / bollos / harinitas,legumbres cereales papa pan y pastas,268,8.4,0.7,57.0
658,Pan de Centeno,legumbres cereales papa pan y pastas,234,8.5,3.3,42.5
659,Pan de gluten,legumbres cereales papa pan y pastas,231,12.1,2.2,40.8
660,Pan de maíz,legumbres cereales papa pan y pastas,265,6.7,7.1,43.5
661,Pan de miga,legumbres cereales papa pan y pastas,241,7.2,2.1,48.3
662,Pan de molde con salvado,legumbres cereales papa pan y pastas,225,10.9,2.1,40.7
663,Pan de molde con salvado sin sal,legumbres cereales papa pan y pastas,263,15.0,4.8,40.0
664,Pan de salvado,legumbres cereales papa pan y pastas,263,7.7,7.7,40.7
665,Pan de salvado con semillas,legumbres cereales papa pan y pastas,258,9.9,4.8,43.8
666,Pan de salvado sin sal (panade ría),legumbres cereales papa pan y pastas,263,7.7,7.7,40.7
667,Pan de viena,legumbres cereales papa pan y pastas,298,9.8,1.9,60.4
668,Pan dulce,legumbres cereales papa pan y pastas,358,9.4,11.6,54.1
669,Pan figacita de manteca,legumbres cereales papa pan y pastas,278,6.8,7.1,46.6
670,Pan francés o pan casero sin agregado de grasa o aceite,legumbres cereales papa pan y pastas,268,8.4,0.7,57.0
671,Pan francés sin sal,legumbres cereales papa pan y pastas,268,8.4,0.7,57.0
672,"Alimento a base de leche entera y café, fortificado con calcio, varios sabores, listo para consumir",leche y postres de leche,48,1.9,1.2,7.4
673,"Bebida láctea parcialmente des cremada fluida, baja en lactosa, fortificada con vitaminas A, D, B2, B9 y Zinc",leche y postres de leche,44,0.8,0.9,8.3
674,Flan envasado listo para consu mir,leche y postres de leche,129,3.2,2.6,23.1
675,Flan envasado listo para consu mir light,leche y postres de leche,91,4.4,0.6,17.1
676,Leche condensada,leche y postres de leche,328,7.9,8.7,54.4
677,"Leche de cabra, entera, en polvo",leche y postres de leche,526,20.6,36.9,27.8
678,"Leche de cabra, entera, fluida",leche y postres de leche,84,3.3,5.9,4.5
679,"Leche de oveja, entera, fluida",leche y postres de leche,99,5.5,6.5,4.5
680,"Leche de vaca, ordeñada (sin nin gún tipo de procesamiento)",leche y postres de leche,65,3.3,3.7,4.7
681,"Leche descremada en polvo, forti ficada con vitaminas A y D",leche y postres de leche,360,35.5,1.0,52.2
682,"Leche descremada en polvo, tipo Nido Buen Día, fortificada con hierro y calcio",leche y postres de leche,495,18.5,26.2,46.2
683,"Leche descremada fluida, con 50% más de proteínas",leche y postres de leche,43,4.5,0.4,5.4
684,"Leche en polvo, 25% menos de grasas saturadas, fortificada con vitaminas A, D, C, calcio y zinc",leche y postres de leche,501,18.8,26.9,46.0
685,Leche entera en polvo tipo Nido Fortigrow,leche y postres de leche,496,21.2,26.9,42.3
686,"Leche entera en polvo, deslacto sada, fortificada con vitaminas A y D *",leche y postres de leche,480,25.8,24.8,38.4
687,"Leche entera en polvo, fortificada con hierro",leche y postres de leche,480,25.8,24.8,38.4
688,"Leche entera en polvo, fortificada con vitaminas A y D",leche y postres de leche,480,25.8,24.8,38.4
689,"Leche entera en polvo, Plan Ma terno Infantil / Programas Socia les / otros, fortificada con hierro, zinc y ác. ascórbico",leche y postres de leche,480,25.8,24.8,38.4
690,"Leche entera en polvo, Plan Ma terno Infantil, sin fortificación",leche y postres de leche,480,25.8,24.8,38.4
691,"Leche entera en polvo, Plan Vida, Ministerio de Desarrollo Social Pcia. de Bs. As., fortificada con vitaminas A y D",leche y postres de leche,480,25.8,24.8,38.4
692,"Leche entera en polvo, sin fortifi cación",leche y postres de leche,480,25.8,24.8,38.4
693,"Leche entera fluida, fortificada con hierro",leche y postres de leche,58,3.1,2.9,4.8
694,"Leche entera fluida, con azúcar, lista para consumir",leche y postres de leche,76,3.2,2.8,9.4
695,"Leche entera fluida, con CLA, for tificada con vitaminas A y D",leche y postres de leche,56,3.0,2.7,4.8
696,"Leche entera fluida, con vitaminas A y D",leche y postres de leche,58,3.1,2.9,4.8
697,"Leche entera fluida, deslactosada, fortificada con vitaminas A y D",leche y postres de leche,58,3.1,2.9,4.8
698,"Leche entera fluida, fortificada con vitaminas A, D y B9",leche y postres de leche,57,3.2,2.9,4.6
699,"Leche entera fluida, fortificada con vitaminas A, D, C, B9 y extra calcio",leche y postres de leche,57,3.2,2.9,4.6
700,"Leche entera fluida, sin fortifica ción",leche y postres de leche,58,3.1,2.9,4.8
701,"Leche fórmula 012 meses, hi poalergénica, tipo Nutrilón HA, NAN HA, en polvo",leche y postres de leche,490,12.0,26.0,52.0
702,"Leche fórmula 012 meses, sin lactosa, en polvo",leche y postres de leche,504,10.7,26.3,56.0
703,"Leche fórmula antireflujo, en pol vo",leche y postres de leche,504,10.9,26.0,56.7
704,"Leche fórmula etapa 3, en polvo",leche y postres de leche,460,14.2,19.2,57.6
705,"Leche fórmula etapa 3, fluida",leche y postres de leche,67,2.1,2.8,8.4
706,"Leche fórmula etapa 3, sin lacto sa, en polvo",leche y postres de leche,496,21.2,26.9,42.3
707,"Leche fórmula etapa 4, en polvo",leche y postres de leche,436,11.0,18.0,57.5
708,"Leche fórmula etapa 4, fluida",leche y postres de leche,61,1.5,2.5,8.1
709,"Leche fórmula inicio, en polvo",leche y postres de leche,472,8.9,24.0,55.0
710,"Leche fórmula inicio, fluida",leche y postres de leche,66,1.2,3.3,7.6
711,"Leche fórmula para prematuros etapa 1, en polvo",leche y postres de leche,503,16.0,24.0,55.7
712,"Leche fórmula para prematuros etapa 1, fluida",leche y postres de leche,79,2.6,3.9,8.4
713,"Leche fórmula para prematuros etapa 2, en polvo",leche y postres de leche,503,16.0,24.0,55.7
714,"Leche fórmula para prematuros etapa 2, fluida",leche y postres de leche,79,2.5,3.8,8.7
715,"Leche fórmula seguimiento, en polvo",leche y postres de leche,449,10.0,21.0,55.0
716,"Leche fórmula seguimiento, fluida",leche y postres de leche,66,1.5,3.1,8.1
717,"Leche fórmula, tipo Alfaré, en polvo**",leche y postres de leche,501,14.8,25.1,53.9
718,"Leche fórmula, tipo Enfabebe Confort, en polvo",leche y postres de leche,515,11.0,27.0,57.0
719,"Leche fórmula, tipo GA1 Anamix Infant, en polvo",leche y postres de leche,459,13.1,23.0,49.8
720,"Leche fórmula, tipo Nutrilon Pepti junior HE, en polvo",leche y postres de leche,511,14.0,27.0,53.0
721,Leche materna,leche y postres de leche,70,1.1,4.2,6.9
722,"Leche parcialmente descremada fluida, con Fitoesteroles y Ác. Grasos Omega 3, fortificada con calcio y vitaminas A, D y E",leche y postres de leche,53,3.3,2.2,4.9
723,"Leche parcialmente descremada fluida, deslactosada, fortificada con vitaminas A y D",leche y postres de leche,44,3.2,1.4,4.6
724,"Leche parcialmente descremada fluida, fortificada con hierro",leche y postres de leche,44,3.2,1.4,4.6
725,"Leche parcialmente descremada fluida, fortificada con vitaminas A y D",leche y postres de leche,44,3.2,1.4,4.6
726,"Leche parcialmente descremada fluida, fortificada con vitaminas A, D, C y ác. fólico",leche y postres de leche,44,3.2,1.4,4.6
727,"Leche parcialmente descremada fluida, sin fortificación",leche y postres de leche,44,3.2,1.4,4.6
728,"Leche parcialmente descremada, sabor chocolate o dulce de leche, fortificada con vitaminas A y D, lista para consumir",leche y postres de leche,67,2.7,1.5,10.9
729,"Leche seguimiento etapa 3, sabor vainilla",leche y postres de leche,68,2.1,2.6,9.0
730,"Leche semidescremada en polvo, deslactosada",leche y postres de leche,496,21.2,26.9,42.3
731,Postre de leche bebible infantil,leche y postres de leche,59,2.5,0.5,11.1
732,Postre de leche listo para consu mir light,leche y postres de leche,93,3.7,1.3,16.5
733,Postre de leche listo para consu mir tipo Danonino,leche y postres de leche,91,4.7,2.3,13.0
734,Postre de leche listo para consu mir tipo Serenito,leche y postres de leche,141,3.6,3.8,23.1
735,Probióticos descremados,leche y postres de leche,39,2.8,0.0,7.0
736,Probióticos enteros,leche y postres de leche,84,2.7,1.0,16.0
737,Yogur con fitoesteroles,yogures,46,2.9,1.0,6.4
738,Yogur descremado,yogures,36,2.9,0.0,6.0
739,Yogur descremado bebible,yogures,36,2.9,0.0,6.0
740,Yogur descremado con cereales,yogures,69,4.5,0.3,12.0
741,Yogur descremado con frutas,yogures,56,3.9,0.3,9.3
742,Yogur descremado con frutas y ce reales,yogures,73,4.3,0.6,12.7
743,Yogur descremado fortificado con calcio,yogures,64,4.0,1.3,9.2
744,Yogur entero bebible saborizado,yogures,76,2.9,1.8,12.0
745,Yogur entero con cereales,yogures,123,3.9,2.8,20.5
746,Yogur entero con frutas,yogures,96,3.6,2.6,14.7
747,Yogur entero con frutas y cereales,yogures,133,3.2,3.4,22.3
748,Yogur entero natural,yogures,62,3.5,3.3,4.7
749,Yogur entero saborizado,yogures,87,3.5,3.3,11.0
750,Yogur fortificado con hierro,yogures,87,3.5,3.3,11.0
751,Muzzarella rebozada sin freir (polle ría o granja),quesos,305,18.9,16.7,19.8
752,Queso Pategrás,quesos,332,25.4,25.6,0.0
753,Queso Azul,quesos,368,20.0,31.1,2.0
754,"Queso blanco descremado, untable",quesos,82,13.7,0.3,6.1
755,"Queso blanco semidescremado, untable",quesos,128,7.6,8.4,5.5
756,Queso Cheddar,quesos,410,24.3,33.8,2.1
757,Queso Chubut,quesos,337,25.9,24.9,2.2
758,"Queso crema entero, untable",quesos,245,6.6,22.6,3.9
759,Queso Cremoso,quesos,310,20.4,24.3,2.5
760,Queso Cuartirolo,quesos,280,20.8,21.4,1.0
761,Queso de cabra,quesos,355,21.6,29.8,0.1
762,Queso de máquina,quesos,356,24.9,27.4,2.2
763,Queso en hebras,quesos,381,35.8,25.0,3.2
764,Queso en hebras light,quesos,277,30.5,16.5,1.7
765,Queso Fontina,quesos,389,25.6,31.1,1.6
766,Queso Fontina fundido light,quesos,198,14.0,14.0,4.0
767,Queso fresco sin sal,quesos,224,26.9,12.6,0.8
768,Queso fundido,quesos,303,11.0,27.5,2.9
769,Queso Gruyére,quesos,407,28.6,32.3,0.4
770,Queso Holanda,quesos,356,24.9,27.4,2.2
771,Queso Mar del Plata,quesos,332,25.4,25.6,0.0
772,Queso Mascarpone,quesos,357,6.2,34.4,5.5
773,Queso Muzzarella,quesos,278,23.6,19.3,2.4
774,Queso Parmesano,quesos,350,32.7,24.4,0.0
775,Queso pasta blanda descremado,quesos,207,27.4,10.6,0.5
776,Queso pasta blanda doble crema,quesos,357,14.0,33.0,1.0
777,"Queso pasta blanda, PROMEDIO *",quesos,310,20.4,24.3,2.5
778,"Queso pasta dura, PROMEDIO **",quesos,350,25.6,26.6,2.1
779,"Queso pasta semidura, PROME DIO ***",quesos,356,24.9,27.4,2.2
780,Queso porsalut sin sal light,quesos,225,26.3,12.9,1.0
781,Queso Provolone,quesos,350,25.6,26.6,2.1
782,Queso rallado envasado,quesos,420,28.4,27.8,13.9
783,Queso Reggianito,quesos,381,35.8,25.0,3.2
784,Queso Roquefort,quesos,370,21.5,30.6,2.0
785,Queso Sardo,quesos,384,31.8,26.9,3.6
786,Queso Sbrinz,quesos,350,25.6,26.6,2.1
787,Queso untable tipo Finlandia,quesos,284,7.1,27.0,3.2
788,Queso untable tipo Finlandia light,quesos,195,9.0,16.0,3.8
789,Queso untable tipo Tholem,quesos,284,8.0,24.0,8.9
790,Queso untable tipo Tholem light,quesos,128,11.0,8.4,2.0
791,"Queso untable, PROMEDIO",quesos,208,7.9,16.7,6.7
792,Quesos de pasta semidura descre mados,quesos,251,24.3,15.9,2.8
793,Ricota,quesos,169,11.6,11.8,4.0
794,Ricota descremada,quesos,137,11.4,7.9,5.1
795,Bondiola (fiambre),carnes,264,16.5,22.0,0.0
796,Butifarra,carnes,296,13.6,25.1,3.8
797,"Cabra, cruda",carnes,103,20.6,2.3,0.0
798,"Cabra, al horno",carnes,136,27.1,3.0,0.0
799,Cantimpalo (fiambre),carnes,372,21.1,31.7,0.7
800,"Carpincho, crudo",carnes,206,18.2,14.8,0.0
801,"Cerdo, PROMEDIO, crudo",carnes,206,18.2,14.8,0.0
802,"Cerdo, PROMEDIO (horno/parrilla)",carnes,193,27.5,9.2,0.0
803,"Chinchulines, tripa gorda, crudos",carnes,216,11.0,19.1,0.0
804,"Chinchulines, tripa gorda (horno/ parrilla)",carnes,270,13.8,23.9,0.0
805,"Chivito, crudo",carnes,103,20.6,2.3,0.0
806,Chivito (horno/parrilla),carnes,136,27.1,3.0,0.0
807,"Chorizo, crudo",carnes,296,13.6,25.1,3.8
808,Chorizo (horno/parrilla),carnes,405,18.7,34.4,5.2
809,Chorizo seco,carnes,425,21.7,37.0,1.2
810,"Conejo, crudo",carnes,130,20.1,5.6,0.0
811,"Conejo, hervido",carnes,197,30.4,8.4,0.0
812,"Corazón, vacuno, crudo",carnes,107,17.7,3.9,0.1
813,"Cordero, PROMEDIO, crudo",carnes,224,17.8,17.0,0.0
814,"Cordero, PROMEDIO (horno/pa rrilla)",carnes,249,24.5,16.8,0.0
815,Cuerito de cerdo,carnes,514,9.3,53.0,0.0
816,Fiambre de cerdo,carnes,155,16.6,8.8,2.3
817,Hamburguesa de carne vacuna (carnicería),carnes,209,18.6,15.0,0.0
818,"Hamburguesa de carne vacuna, industrializada",carnes,218,17.3,16.5,0.1
819,"Hamburguesa de carne vacuna, industrializada light",carnes,175,18.4,11.3,0.0
820,"Hamburguesa de carne vacuna, industrializada, rebozada",carnes,240,12.3,12.3,20.0
821,Hamburguesa de pollo (pollería / granja),carnes,208,17.1,15.5,0.1
822,"Hamburguesa de pollo, industria lizada",carnes,208,17.1,15.5,0.1
823,"Hígado, crudo",carnes,130,20.4,3.6,3.9
824,Hígado (rehogado/plancha),carnes,169,26.5,4.7,5.2
825,"Hígado de pollo, crudo",carnes,114,16.9,4.8,0.7
826,"Hígado de pollo, cocido",carnes,165,25.8,6.4,1.1
827,"Jabalí, crudo",carnes,116,21.5,3.3,0.0
828,Jamón cocido,carnes,107,18.4,3.3,1.0
829,Jamón crudo,carnes,319,28.8,22.6,0.2
830,Leberwurst,carnes,322,14.1,28.5,2.2
831,"Lengua, cruda",carnes,219,14.9,16.1,3.7
832,"Lengua, hervida",carnes,278,19.3,22.3,0.0
833,Lomito ahumado,carnes,115,18.7,4.0,1.0
834,Longaniza,carnes,425,21.7,37.0,1.2
835,Matambre (fiambre),carnes,176,21.3,10.1,0.0
836,Milanesa de carne vacuna rebo zada (carnicería),carnes,160,18.9,3.0,14.5
837,Milanesa de pollo rebozada (po llería / granja),carnes,172,19.8,3.9,14.5
838,"Milanesa de pollo, prefrita con gelada",carnes,242,14.3,15.0,12.4
839,"Mollejas, crudas",carnes,232,12.2,20.4,0.0
840,"Mollejas, a la parrilla",carnes,312,21.9,25.0,0.0
841,"Mondongo, crudo",carnes,81,12.1,3.7,0.0
842,"Mondongo, hervido",carnes,91,11.7,4.1,2.0
843,Morcilla,carnes,374,14.6,34.5,1.3
844,Mortadela,carnes,306,16.4,25.4,3.1
845,Nuggets o patitas de pollo,carnes,262,12.0,17.3,14.5
846,"Osobuco, crudo",carnes,210,20.0,14.4,0.0
847,"Osobuco, hervido",carnes,349,33.4,24.0,0.0
848,Paleta (fiambre),carnes,107,18.4,3.3,1.0
849,Panceta,carnes,389,13.7,37.1,0.0
850,Pastrón,carnes,141,21.8,5.8,0.4
851,Paté / picadillo,carnes,315,14.2,28.0,1.5
852,"Pato, crudo",carnes,130,18.3,6.0,0.9
853,"Pato, al horno",carnes,195,23.5,11.2,0.0
854,"Pavo, crudo",carnes,108,22.6,1.9,0.1
855,"Pavo, al horno",carnes,151,29.1,3.8,0.0
856,"Pollo con piel, crudo",carnes,208,17.1,15.5,0.1
857,Pollo con piel (horno/parrilla),carnes,216,24.0,13.4,0.0
858,"Pollo sin piel, crudo",carnes,106,20.3,2.7,0.0
859,Pollo sin piel (horno/parrilla),carnes,160,25.0,6.6,0.0
860,"Pollo, menudos, crudos",carnes,122,18.1,5.0,1.1
861,"Pollo, menudos, cocidos",carnes,158,26.8,5.2,0.9
862,"Pollo, pechuga sin piel, crudo",carnes,114,22.5,2.6,0.0
863,"Pollo, pechuga sin piel (horno/pa rrilla)",carnes,151,30.5,3.2,0.0
864,"Rana, cruda",carnes,64,15.5,0.2,0.0
865,"Riñón, crudo",carnes,99,17.4,3.1,0.3
866,Riñón (horno/parrilla),carnes,151,27.3,4.7,0.0
867,Salame,carnes,372,21.1,31.7,0.7
868,Salchicha de viena,carnes,226,15.3,17.2,2.6
869,Salchicha de viena light,carnes,140,12.0,9.5,1.6
870,"Salchicha parrillera, cruda",carnes,296,13.6,25.1,3.8
871,"Salchicha parrillera, a la parrilla",carnes,405,18.7,34.4,5.2
872,Salchichón,carnes,243,15.3,19.9,0.7
873,"Sesos, crudos",carnes,140,10.9,10.3,1.1
874,"Sesos, hervidos",carnes,147,11.7,10.5,1.5
875,"Ubre, cruda",carnes,230,15.4,18.7,0.0
876,"Vacuno, cortes grasos*, PROME DIO, crudo",carnes,210,20.0,14.4,0.0
877,"Vacuno, cortes grasos*, PROME DIO, hervido",carnes,349,33.4,24.0,0.0
878,"Vacuno, cortes grasos*, PROME DIO, horno/parrilla",carnes,240,26.1,15.1,0.0
879,"Vacuno, cortes magros**, PRO MEDIO, crudo",carnes,138,22.2,5.5,0.0
880,"Vacuno, cortes magros**, PRO MEDIO, hervido",carnes,283,45.2,11.3,0.0
881,"Vacuno, cortes magros**, PRO MEDIO, horno/parrilla",carnes,198,29.5,8.9,0.0
882,"Vacuno, cortes semigrasos***, PROMEDIO, crudo",carnes,176,21.3,10.1,0.0
883,"Vacuno, cortes semigrasos***, PROMEDIO, hervido",carnes,293,35.6,16.8,0.0
884,"Vacuno, cortes semigrasos, (ej: lomo, carne picada especial, roast beef, paleta, bife angosto, tortuguita, palomita), PROMEDIO, horno/parrilla",carnes,225,28.2,12.5,0.0
885,"Vizcacha, cruda",carnes,160,23.9,3.7,7.7
886,"Huevo de codorníz, entero, crudo",huevos,175,13.6,13.3,0.1
887,"Huevo de codorníz, entero, her vido",huevos,175,13.6,13.3,0.1
888,"Huevo de gallina, clara, cruda",huevos,51,11.6,0.2,0.7
889,"Huevo de gallina, clara, hervida",huevos,51,11.6,0.2,0.7
890,"Huevo de gallina, entero, crudo",huevos,156,12.0,11.8,0.4
891,"Huevo de gallina, entero, hervido",huevos,156,12.0,11.8,0.4
892,"Huevo de gallina, yema, cruda",huevos,339,16.6,28.7,3.6
893,"Huevo de gallina, yema, hervida",huevos,339,16.6,28.7,3.6
894,"Abadejo, crudo",pescados y mariscos,72,15.8,0.9,0.2
895,"Almeja, cruda",pescados y mariscos,82,14.7,1.0,3.6
896,"Anchoa, enlatada en aceite",pescados y mariscos,203,28.9,9.7,0.0
897,"Atún, enlatado al natural",pescados y mariscos,86,19.4,1.0,0.0
898,"Atún, enlatado en aceite",pescados y mariscos,190,29.1,8.2,0.0
899,"Atún, lomito fresco, crudo",pescados y mariscos,137,23.3,4.9,0.0
900,"Bocaditos de pescado, prefritos",pescados y mariscos,248,19.0,9.7,21.1
901,"Brótola, cruda",pescados y mariscos,83,17.6,1.2,0.4
902,"Caballa, enlatada",pescados y mariscos,149,23.2,6.3,0.0
903,"Calamar, crudo",pescados y mariscos,99,18.5,1.4,3.1
904,Camarón,pescados y mariscos,91,21.0,0.8,0.0
905,"Cornalitos, crudos",pescados y mariscos,86,16.0,2.2,0.6
906,"Corvina, cruda",pescados y mariscos,97,19.5,1.9,0.4
907,"Dorado, crudo",pescados y mariscos,99,18.8,2.6,0.0
908,"Gatuzo, crudo",pescados y mariscos,72,17.4,0.2,0.1
909,Hamburguesa de pescado (pes cadería),pescados y mariscos,136,23.9,2.5,4.5
910,Kani Kama,pescados y mariscos,96,15.2,0.9,6.9
911,Langostino,pescados y mariscos,96,22.0,0.9,0.0
912,"Lenguado, crudo",pescados y mariscos,88,17.5,1.9,0.2
913,"Mejillón, crudo",pescados y mariscos,83,11.9,2.2,3.7
914,"Merluza, cruda",pescados y mariscos,80,17.1,1.3,0.0
915,Merluza,pescados y mariscos,104,22.2,1.7,0.0
916,"Merluza, enlatada en agua y acei te",pescados y mariscos,170,23.2,8.6,0.0
917,"Milanesa de pescado, prefrita",pescados y mariscos,248,19.0,9.7,21.1
918,"Pacú, crudo",pescados y mariscos,121,20.7,4.2,0.0
919,Pacú,pescados y mariscos,155,26.5,5.4,0.1
920,"Palometa, cruda",pescados y mariscos,215,20.1,14.8,0.4
921,Palometa,pescados y mariscos,277,25.8,19.0,0.9
922,"Pejerrey, crudo",pescados y mariscos,86,18.6,1.2,0.2
923,Pejerrey,pescados y mariscos,110,23.8,1.5,0.3
924,"Pescados de mar (ej: brótola, corvina blanca, gatuso, lenguado, merluza, etc.), PROMEDIO, crudo",pescados y mariscos,80,17.1,1.3,0.0
925,"Pescados de río (ej: dorado, pa lometa, surubí, trucha, etc.), PRO MEDIO, crudo",pescados y mariscos,134,20.2,5.9,0.1
926,"Pollo de mar, crudo",pescados y mariscos,100,20.0,2.0,0.4
927,"Pulpo, crudo",pescados y mariscos,78,14.9,1.0,2.2
928,Rabas (restaurant),pescados y mariscos,259,16.1,14.5,15.9
929,"Sábalo, crudo",pescados y mariscos,148,22.7,6.4,0.0
930,"Salmón blanco, crudo",pescados y mariscos,114,21.6,3.0,0.2
931,"Salmón rosado, crudo",pescados y mariscos,122,20.5,4.4,0.0
932,"Sardinas, enlatadas al natural",pescados y mariscos,170,22.1,9.1,0.0
933,"Sardinas, enlatadas en aceite",pescados y mariscos,202,24.6,11.5,0.0
934,"Surubí, crudo",pescados y mariscos,110,18.2,4.0,0.2
935,"Trucha, cruda",pescados y mariscos,113,20.5,3.5,0.0
